YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,SZA,T2M,T2MDEW,RH2M,PRECTOTCORR,PS,WS10M
2020,1,1,0,0,0,0,90,22.83,21.96,94.66,10.91,100.22,4.16
2020,1,1,1,0,0,0,90,22.73,21.88,94.79,9.87,100.17,4.15
2020,1,1,2,0,0,0,90,22.62,21.85,95.27,11.55,100.12,3.88
2020,1,1,3,0,0,0,90,22.61,21.8,95.03,11.41,100.12,4.14
2020,1,1,4,0,0,0,90,22.6,21.85,95.39,10.7,100.14,4.1
2020,1,1,5,0,0,0,90,22.63,21.84,95.16,8.99,100.19,4.05
2020,1,1,6,9.2,20.33,11.39,88.37,22.64,21.84,95.11,8.86,100.26,3.74
2020,1,1,7,113.93,265.91,58.28,77.36,23.26,22.16,93.39,10.02,100.34,3.99
2020,1,1,8,177.07,150.76,105.19,65.54,24.28,22.45,89.39,0.33,100.39,4.16
2020,1,1,9,275.15,160.68,169.55,55.06,25.36,21.85,80.8,0.35,100.42,4.91
2020,1,1,10,397.3,84.62,256.56,46.86,26.1,21.53,75.87,0.33,100.4,5.17
2020,1,1,11,454.77,294.25,211.82,42.28,26.44,21.51,74.32,0.36,100.34,5.38
2020,1,1,12,463.85,331.65,219.35,42.52,26.53,21.54,74.01,0.38,100.27,5.64
2020,1,1,13,414.05,197.74,221.56,47.5,26.12,21.52,75.68,0.38,100.2,5.72
2020,1,1,14,295.98,263.18,152.47,55.96,25.62,21.46,77.69,0.36,100.18,5.69
2020,1,1,15,177.4,431.94,62.92,66.59,24.95,21.41,80.61,0.32,100.19,5.44
2020,1,1,16,75.55,272.58,36.25,78.51,24.11,21.35,84.49,0.28,100.24,5.07
2020,1,1,17,4.25,16.5,5.68,88.92,23.25,21.23,88.31,0.19,100.3,4.47
2020,1,1,18,0,0,0,90,22.99,21.26,89.89,0.15,100.38,4
2020,1,1,19,0,0,0,90,22.9,21.3,90.56,0.13,100.44,3.68
2020,1,1,20,0,0,0,90,22.78,21.31,91.24,0.15,100.47,3.4
2020,1,1,21,0,0,0,90,22.63,21.33,92.24,0.12,100.46,3.15
2020,1,1,22,0,0,0,90,22.59,21.3,92.38,0.17,100.43,3.14
2020,1,1,23,0,0,0,90,22.55,21.25,92.28,0.18,100.39,3.32
2020,1,2,0,0,0,0,90,22.5,21.21,92.22,0.18,100.34,3.49
2020,1,2,1,0,0,0,90,22.37,21.13,92.6,0.19,100.27,3.48
2020,1,2,2,0,0,0,90,22.28,21.09,92.83,0.16,100.22,3.45
2020,1,2,3,0,0,0,90,22.21,21.02,92.9,0.14,100.19,3.4
2020,1,2,4,0,0,0,90,22.14,20.96,92.9,0.12,100.21,3.31
2020,1,2,5,0,0,0,90,22.16,20.86,92.18,0.1,100.26,3.38
2020,1,2,6,10.25,24.87,12.69,88.41,22.3,20.82,91.22,0.1,100.32,3.36
2020,1,2,7,126.2,226.93,68.52,77.42,23.31,21.07,87.15,0.09,100.41,3.38
2020,1,2,8,273.3,438.88,108.88,65.58,24.53,20.94,80.32,0.09,100.47,3.71
2020,1,2,9,408.02,469.22,134.44,55.08,25.59,20.7,74.3,0.09,100.49,3.91
2020,1,2,10,535,398.42,245.99,46.84,26.41,20.58,70.25,0.11,100.45,3.9
2020,1,2,11,586.53,399.53,269.39,42.22,26.97,20.54,67.82,0.12,100.35,4.03
2020,1,2,12,622.3,394.93,268.91,42.42,27.13,20.49,66.98,0.13,100.24,4.24
2020,1,2,13,535.8,596.3,174.02,47.37,26.9,20.49,67.88,0.13,100.16,4.39
2020,1,2,14,445.67,465.01,192.7,55.83,26.28,20.47,70.38,0.12,100.13,4.45
2020,1,2,15,293.92,449.73,109.64,66.46,25.21,20.62,75.59,0.11,100.14,4.33
2020,1,2,16,126.1,329.12,63.26,78.37,24.01,20.84,82.36,0.07,100.18,3.84
2020,1,2,17,7.65,35.51,10.56,88.87,22.93,20.87,88.06,0.04,100.24,3.39
2020,1,2,18,0,0,0,90,22.62,20.69,88.75,0.02,100.3,3.48
2020,1,2,19,0,0,0,90,22.46,20.56,88.86,0.02,100.36,3.41
2020,1,2,20,0,0,0,90,22.26,20.44,89.33,0.01,100.4,3.2
2020,1,2,21,0,0,0,90,22.06,20.32,89.71,0.02,100.4,3.09
2020,1,2,22,0,0,0,90,21.84,20.12,89.81,0.01,100.37,3.01
2020,1,2,23,0,0,0,90,21.64,19.92,89.78,0.03,100.33,3.11
2020,1,3,0,0,0,0,90,21.47,19.72,89.69,0.04,100.29,3.15
2020,1,3,1,0,0,0,90,21.27,19.56,89.86,0.05,100.23,3.1
2020,1,3,2,0,0,0,90,21.08,19.4,89.99,0.07,100.19,3.06
2020,1,3,3,0,0,0,90,20.93,19.29,90.22,0.07,100.16,3.08
2020,1,3,4,0,0,0,90,20.81,19.17,90.17,0.07,100.15,3.06
2020,1,3,5,0,0,0,90,20.69,18.99,89.88,0.06,100.16,2.95
2020,1,3,6,8.77,41.76,10.33,88.44,20.55,18.9,90.16,0.06,100.19,2.78
2020,1,3,7,117.25,290,59.98,77.47,21.91,19.02,83.53,0.05,100.25,3.08
2020,1,3,8,275.65,526.77,97.5,65.62,23.09,18.77,76.51,0.08,100.31,3.34
2020,1,3,9,411.45,559.76,123.83,55.09,24.12,18.39,70.29,0.07,100.33,3.43
2020,1,3,10,594.5,757.28,209.58,46.82,24.98,18.23,66.09,0.06,100.29,3.33
2020,1,3,11,588.88,634.72,225.68,42.15,25.14,18.28,65.66,0.05,100.22,3.36
2020,1,3,12,570.85,461.23,266.97,42.31,25.09,18.34,66.09,0.06,100.12,3.49
2020,1,3,13,535.12,521.41,239.93,47.24,25.16,18.3,65.67,0.06,100.04,3.64
2020,1,3,14,409.38,288.28,203.84,55.69,24.89,18.26,66.6,0.1,100,3.7
2020,1,3,15,257.33,327.67,132.7,66.32,24.07,18.48,70.84,0.1,100,3.56
2020,1,3,16,102.18,188.32,60.88,78.24,22.86,18.96,78.55,0.11,100.02,3.04
2020,1,3,17,6.55,15.72,8.67,88.81,21.59,19.25,86.43,0.08,100.06,2.59
2020,1,3,18,0,0,0,90,21.15,19.32,89.15,0.08,100.1,2.52
2020,1,3,19,0,0,0,90,20.89,19.41,91.14,0.09,100.15,2.37
2020,1,3,20,0,0,0,90,20.65,19.52,93.1,0.1,100.16,2.26
2020,1,3,21,0,0,0,90,20.54,19.55,93.93,0.13,100.17,2.3
2020,1,3,22,0,0,0,90,20.5,19.63,94.6,0.19,100.15,2.27
2020,1,3,23,0,0,0,90,20.57,19.73,94.82,0.21,100.12,2.38
2020,1,4,0,0,0,0,90,20.75,19.86,94.5,0.33,100.07,2.53
2020,1,4,1,0,0,0,90,20.85,19.95,94.5,0.48,100,2.62
2020,1,4,2,0,0,0,90,20.85,20.01,94.84,0.56,99.96,2.6
2020,1,4,3,0,0,0,90,21.06,20.12,94.23,0.59,99.93,2.88
2020,1,4,4,0,0,0,90,21.32,20.25,93.56,0.57,99.95,3.11
2020,1,4,5,0,0,0,90,21.5,20.34,93,0.58,99.98,3.28
2020,1,4,6,8.82,14.22,10.99,88.47,21.64,20.39,92.49,0.53,100.02,3.33
2020,1,4,7,111.05,217.29,69.64,77.53,22.57,20.72,89.17,0.54,100.07,3.44
2020,1,4,8,240.68,323.49,113.13,65.65,23.7,21.01,84.82,2.32,100.12,3.61
2020,1,4,9,363.85,377.39,147.95,55.1,24.42,20.91,80.68,3.9,100.13,4.21
2020,1,4,10,429.55,157.95,253.75,46.79,25.06,20.58,76.08,4.75,100.09,4.46
2020,1,4,11,388.25,137.22,219.94,42.08,25.46,20.2,72.6,5.04,100.03,4.53
2020,1,4,12,334.92,59.83,221.72,42.19,25.49,20.08,71.96,5.27,99.93,4.46
2020,1,4,13,313.4,76.04,196.13,47.1,25.36,20.12,72.7,4.15,99.85,4.5
2020,1,4,14,171.2,29.81,122.24,55.55,24.96,20.24,74.97,2.89,99.8,4.54
2020,1,4,15,150.55,725.49,44.67,66.18,24.11,20.5,80.14,2.44,99.81,4.38
2020,1,4,16,68.43,377.78,30.85,78.1,23.13,20.73,86.27,2.69,99.85,4.07
2020,1,4,17,4.7,16.62,6.48,88.75,22.3,20.7,90.49,2.18,99.9,3.9
2020,1,4,18,0,0,0,90,22.09,20.62,91.29,1.72,99.96,3.92
2020,1,4,19,0,0,0,90,22,20.55,91.37,1.3,100.02,3.81
2020,1,4,20,0,0,0,90,21.92,20.52,91.61,1.14,100.06,3.57
2020,1,4,21,0,0,0,90,21.92,20.6,92.04,0.93,100.06,3.59
2020,1,4,22,0,0,0,90,21.97,20.51,91.27,0.69,100.05,3.7
2020,1,4,23,0,0,0,90,21.87,20.12,89.71,0.56,100.04,3.81
2020,1,5,0,0,0,0,90,21.6,19.61,88.31,0.55,100.02,3.82
2020,1,5,1,0,0,0,90,21.28,19.2,87.78,0.51,99.99,3.67
2020,1,5,2,0,0,0,90,21.13,18.98,87.38,0.43,99.98,3.53
2020,1,5,3,0,0,0,90,21.03,18.91,87.6,0.45,99.98,3.41
2020,1,5,4,0,0,0,90,20.98,18.92,87.9,0.47,100.01,3.4
2020,1,5,5,0,0,0,90,20.95,18.96,88.29,0.38,100.05,3.34
2020,1,5,6,8.2,20.01,10.34,88.5,21.01,19.09,88.66,0.39,100.11,3.19
2020,1,5,7,108.57,177.1,55.6,77.57,22.08,19.41,84.62,0.3,100.15,3.45
2020,1,5,8,241.02,415.2,91.55,65.68,23.48,19.49,78.2,0.15,100.19,3.66
2020,1,5,9,356.33,454.81,124.79,55.1,24.55,19.13,71.74,0.24,100.18,4.22
2020,1,5,10,474.77,373.29,198.96,46.75,25.23,18.79,67.46,0.33,100.12,4.52
2020,1,5,11,563.42,398.18,252.54,41.99,25.64,18.71,65.49,0.33,100.03,4.69
2020,1,5,12,550.62,417.41,247.1,42.07,25.45,18.7,66.16,0.31,99.93,4.77
2020,1,5,13,479.05,250.74,244.9,46.96,25.46,18.61,65.79,0.27,99.86,4.8
2020,1,5,14,379.95,330.47,214.29,55.4,25.11,18.51,66.77,0.22,99.84,4.66
2020,1,5,15,222.65,499.94,80.24,66.03,24.17,18.74,71.64,0.23,99.87,4.18
2020,1,5,16,99.85,270.69,52.14,77.96,23.2,19.08,77.55,0.12,99.93,3.61
2020,1,5,17,6.1,23.55,7.49,88.69,21.9,19.08,83.98,0.1,100,3.21
2020,1,5,18,0,0,0,90,21.42,19.08,86.42,0.08,100.07,3.06
2020,1,5,19,0,0,0,90,21.22,19.22,88.3,0.09,100.14,2.9
2020,1,5,20,0,0,0,90,21.24,19.34,88.84,0.11,100.16,2.91
2020,1,5,21,0,0,0,90,21.05,19.41,90.25,0.14,100.15,2.86
2020,1,5,22,0,0,0,90,20.95,19.49,91.22,0.23,100.12,2.79
2020,1,5,23,0,0,0,90,21.13,19.58,90.82,0.23,100.09,2.88
2020,1,6,0,0,0,0,90,21.37,19.64,89.67,0.26,100.07,3.04
2020,1,6,1,0,0,0,90,21.49,19.59,88.8,0.3,100.04,3.14
2020,1,6,2,0,0,0,90,21.45,19.5,88.55,0.35,100,3.18
2020,1,6,3,0,0,0,90,21.36,19.39,88.41,0.3,99.99,3.25
2020,1,6,4,0,0,0,90,21.13,19.24,88.87,0.15,100.02,3.26
2020,1,6,5,0,0,0,90,20.9,19.22,89.98,0.13,100.06,3.07
2020,1,6,6,8.85,22.58,11.63,88.53,21.19,19.42,89.5,0.14,100.1,3.07
2020,1,6,7,116.68,206.92,67.96,77.62,22.76,19.92,83.87,0.12,100.14,3.32
2020,1,6,8,256.4,351.7,116.01,65.7,24.19,20.12,77.91,0.01,100.17,3.46
2020,1,6,9,384.02,381.26,169.28,55.09,25.24,19.78,71.68,0.02,100.16,3.92
2020,1,6,10,430.25,221.44,226.23,46.7,25.83,19.73,68.99,0.02,100.1,3.81
2020,1,6,11,477.98,298.12,235.42,41.9,26.53,19.83,66.63,0.02,100.01,3.79
2020,1,6,12,515.65,288.55,251.02,41.94,26.4,19.94,67.57,0.02,99.9,3.83
2020,1,6,13,542.85,348.48,253.4,46.81,26.08,20.04,69.27,0.02,99.82,3.93
2020,1,6,14,430,429.95,185.16,55.25,25.54,20.07,71.69,0.02,99.78,3.94
2020,1,6,15,282.7,377.09,129.06,65.88,24.84,20.11,74.91,0.01,99.8,3.76
2020,1,6,16,120.38,242.58,64.81,77.82,23.89,20.24,79.91,0.01,99.84,3.2
2020,1,6,17,8.23,21.04,10.18,88.63,22.36,20.23,87.64,0.02,99.89,2.62
2020,1,6,18,0,0,0,90,21.75,20.17,90.58,0.03,99.93,2.46
2020,1,6,19,0,0,0,90,21.47,20.13,91.93,0.02,99.97,2.34
2020,1,6,20,0,0,0,90,21.29,20.11,92.84,0.01,99.98,2.3
2020,1,6,21,0,0,0,90,21.24,20.09,93.05,0.02,99.97,2.24
2020,1,6,22,0,0,0,90,21.18,20.07,93.31,0.01,99.95,2.07
2020,1,6,23,0,0,0,90,21.07,20.03,93.66,0.01,99.92,2.05
2020,1,7,0,0,0,0,90,20.87,19.9,94.09,0.03,99.89,2.04
2020,1,7,1,0,0,0,90,20.8,19.68,93.17,0.03,99.85,2.28
2020,1,7,2,0,0,0,90,20.78,19.57,92.61,0.02,99.82,2.24
2020,1,7,3,0,0,0,90,20.68,19.41,92.34,0.02,99.81,2.22
2020,1,7,4,0,0,0,90,20.6,19.33,92.35,0.02,99.83,2.21
2020,1,7,5,0,0,0,90,20.53,19.25,92.26,0.02,99.86,2.19
2020,1,7,6,9.75,25.23,10.7,88.55,20.58,19.32,92.47,0.02,99.9,2.15
2020,1,7,7,154.27,383.18,67.68,77.66,22.93,20.61,86.63,0.02,99.95,1.77
2020,1,7,8,364.65,567.66,129.97,65.72,24.7,20.34,76.58,0.02,99.97,2.1
2020,1,7,9,535.97,599.33,169.86,55.08,26.01,20.22,70.36,0.01,99.95,2.25
2020,1,7,10,682.45,780.11,147.36,46.65,27.04,20.3,66.57,0.01,99.89,2.34
2020,1,7,11,788.22,937.9,64.45,41.81,27.76,20.43,64.3,0,99.78,2.57
2020,1,7,12,763.67,668.57,213.9,41.81,28.19,20.55,63.21,0.01,99.66,2.52
2020,1,7,13,682.25,758.81,158.97,46.66,28.39,20.6,62.67,0.01,99.57,2.23
2020,1,7,14,549.85,721.73,130.62,55.09,28.15,20.65,63.76,0.02,99.52,2.04
2020,1,7,15,371.05,605.27,118.83,65.73,27.16,20.99,68.96,0.02,99.53,2.13
2020,1,7,16,155.57,318.58,73.62,77.67,25.59,21.73,79.14,0.01,99.58,2.21
2020,1,7,17,9.5,27.64,10.32,88.56,23.37,21.66,90.01,0.02,99.65,2.19
2020,1,7,18,0,0,0,90,22.61,21.33,92.33,0.03,99.74,2.26
2020,1,7,19,0,0,0,90,22.17,21.12,93.54,0.05,99.81,2.18
2020,1,7,20,0,0,0,90,21.8,20.92,94.63,0.06,99.85,2.04
2020,1,7,21,0,0,0,90,21.52,20.74,95.23,0.03,99.87,1.95
2020,1,7,22,0,0,0,90,21.39,20.52,94.69,0.05,99.87,2.11
2020,1,7,23,0,0,0,90,21.3,20.36,94.28,0.07,99.86,2.18
2020,1,8,0,0,0,0,90,21.33,20.23,93.46,0.09,99.83,2.17
2020,1,8,1,0,0,0,90,21.5,20.18,92.14,0.11,99.78,2.09
2020,1,8,2,0,0,0,90,21.54,20.12,91.57,0.13,99.74,2.09
2020,1,8,3,0,0,0,90,21.39,20.07,92.16,0.17,99.73,2.2
2020,1,8,4,0,0,0,90,21.19,20.1,93.44,0.15,99.76,2.34
2020,1,8,5,0,0,0,90,21.23,20.15,93.44,0.13,99.8,2.37
2020,1,8,6,6.75,6.88,8.67,88.58,21.45,20.35,93.4,0.08,99.84,2.31
2020,1,8,7,111.62,145.75,91.88,77.69,23.69,21.5,87.42,0.03,99.89,2.13
2020,1,8,8,280.23,394.45,116.02,65.73,25.09,21.07,78.31,0.17,99.94,2.52
2020,1,8,9,454.35,421.59,175.48,55.06,26.26,20.55,70.71,0.18,99.95,2.78
2020,1,8,10,568.05,503.74,218.07,46.59,27.04,20.23,66.23,0.28,99.91,2.81
2020,1,8,11,656.22,413.29,283.79,41.7,27.37,20.12,64.52,0.24,99.82,3.01
2020,1,8,12,563.72,623.26,175.93,41.67,27.45,19.98,63.69,0.23,99.74,3.27
2020,1,8,13,570.97,512.84,200.25,46.5,27.35,19.87,63.64,0.19,99.68,3.47
2020,1,8,14,426.95,471.79,149.95,54.93,26.56,19.92,66.87,0.16,99.66,3.52
2020,1,8,15,264.58,564.65,78.78,65.58,25.54,20.11,71.86,0.13,99.68,3.38
2020,1,8,16,110.28,312.01,63.86,77.53,24.42,20.57,79.01,0.16,99.72,2.91
2020,1,8,17,7.8,30.64,9.05,88.5,22.59,20.94,90.28,0.17,99.77,2.28
2020,1,8,18,0,0,0,90,22.09,20.98,93.3,0.14,99.83,2.3
2020,1,8,19,0,0,0,90,22.05,21.07,94.03,0.12,99.86,2.29
2020,1,8,20,0,0,0,90,22.14,21.21,94.4,0.22,99.85,2.3
2020,1,8,21,0,0,0,90,22.18,21.34,94.91,0.25,99.83,2.33
2020,1,8,22,0,0,0,90,22.22,21.46,95.38,0.38,99.82,2.37
2020,1,8,23,0,0,0,90,22.35,21.59,95.31,0.32,99.81,2.52
2020,1,9,0,0,0,0,90,22.7,21.63,93.52,0.31,99.79,2.95
2020,1,9,1,0,0,0,90,22.84,21.41,91.58,0.37,99.77,3.15
2020,1,9,2,0,0,0,90,22.63,21.12,91.02,0.28,99.75,3.14
2020,1,9,3,0,0,0,90,22.56,20.93,90.43,0.2,99.75,3.2
2020,1,9,4,0,0,0,90,22.49,20.82,90.2,0.15,99.78,3.19
2020,1,9,5,0,0,0,90,22.27,20.66,90.5,0.17,99.8,2.99
2020,1,9,6,7.3,38.88,8.75,88.6,22.12,20.53,90.6,0.12,99.84,2.79
2020,1,9,7,95.47,591.24,68.51,77.72,23.67,20.74,83.54,0.13,99.88,2.93
2020,1,9,8,216.1,748,110.51,65.74,25.17,20.63,75.86,1.3,99.93,3.14
2020,1,9,9,316.25,584.26,131.15,55.04,26.17,20.23,69.73,1.69,99.93,3.38
2020,1,9,10,367.83,487.3,152.22,46.53,26.9,19.96,65.69,2.51,99.88,3.26
2020,1,9,11,405.5,684.68,126.34,41.59,27.44,19.92,63.55,2.68,99.8,3.33
2020,1,9,12,540.2,170.34,310.28,41.52,27.57,19.98,63.25,2.26,99.69,3.48
2020,1,9,13,369.55,413.08,148.66,46.34,27.44,20.13,64.37,1.96,99.6,3.57
2020,1,9,14,303.85,172.45,229.56,54.77,26.81,20.39,67.87,1.31,99.56,3.54
2020,1,9,15,201.98,133.11,136.07,65.42,25.98,20.85,73.3,0.85,99.57,3.23
2020,1,9,16,86.43,89.29,68.42,77.38,24.85,21.44,81.22,1.36,99.6,2.91
2020,1,9,17,7.82,29.56,9.52,88.43,23.33,21.57,89.72,1.76,99.64,2.71
2020,1,9,18,0,0,0,90,22.89,21.6,92.35,1.74,99.68,2.7
2020,1,9,19,0,0,0,90,22.78,21.67,93.35,1.6,99.73,2.65
2020,1,9,20,0,0,0,90,22.71,21.69,93.82,1.43,99.75,2.58
2020,1,9,21,0,0,0,90,22.63,21.62,93.92,1.54,99.73,2.54
2020,1,9,22,0,0,0,90,22.48,21.52,94.18,2.19,99.71,2.43
2020,1,9,23,0,0,0,90,22.36,21.43,94.33,2.88,99.7,2.54
2020,1,10,0,0,0,0,90,22.29,21.37,94.37,2.06,99.68,2.65
2020,1,10,1,0,0,0,90,22.07,21.25,94.94,3,99.63,2.58
2020,1,10,2,0,0,0,90,21.72,21.08,96.03,3.11,99.57,2.51
2020,1,10,3,0,0,0,90,21.55,21.05,96.89,2.69,99.55,2.53
2020,1,10,4,0,0,0,90,21.52,21.12,97.56,2.22,99.55,2.56
2020,1,10,5,0,0,0,90,21.92,21.5,97.37,2.14,99.57,2.59
2020,1,10,6,6.12,9.43,7.76,88.61,22.45,21.93,96.8,2.24,99.61,2.75
2020,1,10,7,77.18,74.55,51.68,77.74,23.42,22.66,95.34,2.93,99.65,3.26
2020,1,10,8,192.48,178.51,101.66,65.74,24.3,23.01,92.45,1.4,99.71,3.53
2020,1,10,9,302.25,225.5,167.26,55,25.23,22.69,85.76,1.68,99.73,3.97
2020,1,10,10,410.35,104.05,260.01,46.45,26.1,21.91,77.62,1.59,99.71,4.24
2020,1,10,11,429.77,107.59,261.38,41.47,26.47,21.69,74.95,1.85,99.65,4.27
2020,1,10,12,461.95,133.99,298.7,41.36,26.57,21.51,73.68,2.14,99.57,4.36
2020,1,10,13,385.38,303.43,151.87,46.17,26.47,21.54,74.23,2.13,99.48,4.42
2020,1,10,14,300.67,132.32,178.89,54.6,26.1,21.6,76.19,1.83,99.42,4.44
2020,1,10,15,211.15,240.77,121.7,65.26,25.49,21.68,79.38,1.59,99.41,4.25
2020,1,10,16,106.88,184.01,63.88,77.23,24.47,21.89,85.45,1.97,99.44,3.71
2020,1,10,17,9.93,37.54,12.84,88.36,23.35,21.93,91.64,1.39,99.47,3.12
2020,1,10,18,0,0,0,90,23.07,21.98,93.46,1.06,99.51,2.9
2020,1,10,19,0,0,0,90,22.91,22.02,94.58,1,99.55,2.56
2020,1,10,20,0,0,0,90,22.73,21.97,95.37,1.05,99.58,2.36
2020,1,10,21,0,0,0,90,22.64,21.93,95.66,1.17,99.58,2.25
2020,1,10,22,0,0,0,90,22.47,21.83,96.11,1.34,99.56,2.14
2020,1,10,23,0,0,0,90,22.35,21.74,96.22,1.62,99.54,2.21
2020,1,11,0,0,0,0,90,22.25,21.66,96.38,1.84,99.52,2.21
2020,1,11,1,0,0,0,90,22.17,21.59,96.47,2.29,99.5,2.16
2020,1,11,2,0,0,0,90,22.08,21.53,96.62,2.35,99.46,2.15
2020,1,11,3,0,0,0,90,22,21.45,96.61,2.55,99.46,2.16
2020,1,11,4,0,0,0,90,21.96,21.4,96.53,2.69,99.5,2.17
2020,1,11,5,0,0,0,90,21.87,21.3,96.51,2.53,99.55,2.08
2020,1,11,6,7.03,24.67,8.59,88.63,22.04,21.42,96.15,2.26,99.59,1.89
2020,1,11,7,91.97,168.48,33.71,77.77,23.93,22.92,94.09,1.89,99.64,2.16
2020,1,11,8,186.75,563.77,54.12,65.73,25.24,22.91,87.08,4.43,99.68,2.37
2020,1,11,9,264.15,79.31,207.64,54.97,26.35,21.81,76.04,3.41,99.66,2.51
2020,1,11,10,396.65,151.98,235.99,46.38,27.55,21.47,69.42,3.43,99.6,2.68
2020,1,11,11,442.8,42.63,305.69,41.34,27.86,21.32,67.52,3.38,99.51,2.96
2020,1,11,12,435.48,20.38,327.59,41.2,27.95,21.26,66.98,3.33,99.41,3.22
2020,1,11,13,339.98,471.33,155.46,45.99,27.36,21.25,69.27,2.54,99.34,3.24
2020,1,11,14,302.83,67.72,212.92,54.43,26.83,21.25,71.44,1.8,99.31,3.14
2020,1,11,15,185.95,463.52,75.23,65.1,26.2,21.26,74.16,0.85,99.33,2.94
2020,1,11,16,91.5,295.06,52.43,77.08,25.11,21.6,80.76,0.47,99.37,2.34
2020,1,11,17,8.52,28.58,10.09,88.29,23.09,21.81,92.38,0.54,99.41,1.86
2020,1,11,18,0,0,0,90,22.39,21.59,95.1,0.74,99.46,1.86
2020,1,11,19,0,0,0,90,22.08,21.48,96.32,0.98,99.52,1.79
2020,1,11,20,0,0,0,90,21.99,21.36,96.22,1.54,99.55,1.85
2020,1,11,21,0,0,0,90,22.09,21.33,95.45,2.05,99.54,1.79
2020,1,11,22,0,0,0,90,22.08,21.26,95.12,2.5,99.51,1.69
2020,1,11,23,0,0,0,90,21.9,21.25,96.07,3.09,99.47,1.57
2020,1,12,0,0,0,0,90,21.76,21.16,96.44,3.39,99.42,1.69
2020,1,12,1,0,0,0,90,21.52,20.91,96.35,3.4,99.37,1.86
2020,1,12,2,0,0,0,90,21.3,20.66,96.2,3.45,99.34,1.92
2020,1,12,3,0,0,0,90,21.11,20.45,96.08,3.75,99.34,1.94
2020,1,12,4,0,0,0,90,21,20.33,95.95,4.14,99.38,2.06
2020,1,12,5,0,0,0,90,20.92,20.23,95.77,4.43,99.43,2.12
2020,1,12,6,4.82,0,5.87,88.64,21.22,20.47,95.39,3.96,99.49,2.08
2020,1,12,7,58.03,28.3,50.61,77.78,23.07,21.73,92.11,3.41,99.54,2.24
2020,1,12,8,122.97,63.88,93.13,65.72,24.51,21.61,83.85,11.89,99.6,2.63
2020,1,12,9,182.4,45.46,129.36,54.92,25.83,21.08,74.92,10.81,99.6,2.69
2020,1,12,10,238.88,31.51,168.54,46.29,26.91,20.91,69.6,10.37,99.55,2.63
2020,1,12,11,273.17,27.76,188.25,41.21,27.57,20.91,67.02,9.64,99.45,2.63
2020,1,12,12,294.98,27.29,203.86,41.03,27.71,20.92,66.48,9.17,99.34,2.74
2020,1,12,13,281.12,40.82,197.56,45.81,27.47,20.98,67.69,8.7,99.24,2.82
2020,1,12,14,218.7,48.47,141.21,54.25,26.78,21.21,71.44,7.23,99.21,2.84
2020,1,12,15,139.2,33.59,109,64.94,25.83,21.55,77.21,6.03,99.21,2.82
2020,1,12,16,64.3,19.73,62.81,76.93,24.69,22.06,85.23,6.32,99.26,2.61
2020,1,12,17,6.05,0,6.99,88.21,23.27,22.01,92.49,7.6,99.31,2.37
2020,1,12,18,0,0,0,90,22.72,21.74,94.05,8.22,99.39,2.62
2020,1,12,19,0,0,0,90,22.45,21.55,94.51,8.79,99.45,2.69
2020,1,12,20,0,0,0,90,22.22,21.39,94.94,10.9,99.48,2.64
2020,1,12,21,0,0,0,90,22.04,21.28,95.28,10.56,99.49,2.53
2020,1,12,22,0,0,0,90,21.83,21.15,95.85,10.01,99.48,2.29
2020,1,12,23,0,0,0,90,21.72,21.08,96.05,10.62,99.47,2.23
2020,1,13,0,0,0,0,90,21.68,21.05,96.14,11.9,99.44,2.23
2020,1,13,1,0,0,0,90,21.58,20.96,96.08,12.22,99.39,2.18
2020,1,13,2,0,0,0,90,21.46,20.84,96.14,11.72,99.36,2.16
2020,1,13,3,0,0,0,90,21.3,20.71,96.27,11.07,99.34,2.15
2020,1,13,4,0,0,0,90,21.09,20.52,96.41,10.7,99.37,2.06
2020,1,13,5,0,0,0,90,20.94,20.38,96.47,8.57,99.42,1.99
2020,1,13,6,5.18,0,6.47,88.66,21.12,20.51,96.22,7.49,99.49,1.9
2020,1,13,7,64.7,21.61,56.9,77.79,22.75,21.83,94.6,9.92,99.55,2.04
2020,1,13,8,150.65,42.25,109.25,65.71,24.06,22.11,89.31,8.6,99.62,2.03
2020,1,13,9,242.32,59.16,151.88,54.88,24.11,20.76,81.49,8.89,99.66,2.15
2020,1,13,10,327.52,38.41,232.02,46.2,24.81,20.56,77.12,8.18,99.63,2.53
2020,1,13,11,362.7,54.56,223.77,41.07,25.72,20.47,72.73,9.86,99.57,3.06
2020,1,13,12,435.73,67.63,268.32,40.85,26.11,20.44,70.92,11.29,99.49,3.6
2020,1,13,13,325.95,144.06,188.47,45.62,25.52,20.57,73.98,12.06,99.44,4.09
2020,1,13,14,248.68,70.25,172.23,54.07,24.71,20.71,78.33,10.26,99.43,4.48
2020,1,13,15,159.35,92.66,121.63,64.77,23.89,20.81,82.83,7.48,99.46,4.46
2020,1,13,16,69.95,72.85,57.44,76.78,23.06,20.95,87.81,5.95,99.53,4.12
2020,1,13,17,7.03,5.92,9.23,88.14,22.22,20.86,91.81,4.53,99.58,4.01
2020,1,13,18,0,0,0,90,21.92,20.78,93.09,3.84,99.65,4.1
2020,1,13,19,0,0,0,90,21.89,20.76,93.14,3.04,99.71,4.15
2020,1,13,20,0,0,0,90,21.89,20.77,93.23,2.48,99.75,4.15
