YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,SZA,T2M,T2MDEW,RH2M,PRECTOTCORR,PS,WS10M
2022,5,30,14,690.85,602.17,184.63,37.42,32.27,24.07,61.99,4.67,98.95,2.16
2022,5,30,15,491.27,484.36,163.65,51.23,31.7,24.18,64.43,5.44,98.96,1.76
2022,5,30,16,288.8,415.52,115.34,64.94,30.78,25.66,74.53,6.2,99.01,1.4
2022,5,30,17,100.3,210.02,60.97,78.45,29.4,25.82,81.4,7.27,99.07,1.31
2022,5,30,18,4.07,5.33,6.87,89.09,27.68,25.96,90.22,6.87,99.13,1.33
2022,5,30,19,0,0,0,90,27.13,25.75,92.03,7.21,99.21,1.59
2022,5,30,20,0,0,0,90,26.72,25.51,93,6.95,99.27,1.83
2022,5,30,21,0,0,0,90,26.27,25.32,94.4,7.23,99.31,1.92
2022,5,30,22,0,0,0,90,25.86,25.06,95.25,7.8,99.29,1.96
2022,5,30,23,0,0,0,90,25.54,24.81,95.61,8.06,99.25,2.16
2022,5,31,0,0,0,0,90,25.33,24.64,95.85,9.69,99.2,2.28
2022,5,31,1,0,0,0,90,25.06,24.43,96.27,8.48,99.15,2.25
2022,5,31,2,0,0,0,90,24.83,24.25,96.49,4.34,99.13,2.09
2022,5,31,3,0,0,0,90,24.69,24.1,96.48,1.42,99.16,2.01
2022,5,31,4,0,0,0,90,24.65,24.05,96.4,1.1,99.2,1.99
2022,5,31,5,17.1,39.51,19.83,87.19,24.66,24.05,96.25,0.44,99.26,1.99
2022,5,31,6,173.02,186.58,132.56,74.67,25.3,24.52,95.31,0.18,99.32,2.13
2022,5,31,7,386.95,481.15,151.57,61.09,25.97,24.81,93.22,0.12,99.36,2.3
2022,5,31,8,597.3,507.52,227.78,47.35,27.29,24.43,84.33,0.01,99.38,2.63
2022,5,31,9,785.2,618.32,217.87,33.55,28.7,23.69,74.29,0,99.36,2.88
2022,5,31,10,897.83,718.16,228.74,19.84,29.64,23.33,68.83,0.01,99.31,2.88
2022,5,31,11,908.72,564.83,296.52,7.34,30.36,23.12,65.2,0.01,99.23,2.78
2022,5,31,12,876.3,534.07,318.7,10.43,30.64,23.08,64.05,0.02,99.16,2.7
2022,5,31,13,831.65,666.91,277.57,23.63,30.41,23.19,65.28,0.03,99.1,2.54
2022,5,31,14,654.15,471.23,237.21,37.39,29.93,23.42,68.04,0.04,99.07,2.36
2022,5,31,15,493.08,478.49,179,51.18,29.36,23.79,71.95,0.04,99.07,2.17
2022,5,31,16,299.15,346.71,156.45,64.88,28.55,24.37,78.05,0.04,99.09,1.97
2022,5,31,17,107.7,173.75,66.55,78.38,27.44,24.88,85.82,0.07,99.15,1.83
2022,5,31,18,4.7,5.79,8.16,89.06,26.27,24.75,91.2,0.09,99.2,1.97
2022,5,31,19,0,0,0,90,25.81,24.45,92.13,0.08,99.26,2.09
2022,5,31,20,0,0,0,90,25.53,24.23,92.47,0.08,99.3,2.12
2022,5,31,21,0,0,0,90,25.28,24.04,92.77,0.1,99.33,2.12
2022,5,31,22,0,0,0,90,25.07,23.86,92.97,0.1,99.34,2.1
2022,5,31,23,0,0,0,90,24.85,23.7,93.27,0.12,99.31,2.06
2022,6,1,0,0,0,0,90,24.63,23.57,93.81,0.13,99.27,2.02
2022,6,1,1,0,0,0,90,24.41,23.46,94.4,0.12,99.23,1.98
2022,6,1,2,0,0,0,90,24.21,23.36,94.95,0.11,99.21,1.94
2022,6,1,3,0,0,0,90,24.02,23.26,95.57,0.14,99.21,1.91
2022,6,1,4,0,0,0,90,23.84,23.2,96.11,0.14,99.23,1.86
2022,6,1,5,15.88,48.22,20.66,87.18,23.86,23.2,96.07,0.16,99.26,1.85
2022,6,1,6,148.35,374.36,113.54,74.66,24.93,23.35,90.99,0.18,99.3,2.06
2022,6,1,7,334.52,584.09,172.76,61.1,26.52,23.52,83.59,0.29,99.33,2.33
2022,6,1,8,619.25,698.84,132.79,47.37,28.2,23.53,75.77,0.31,99.34,2.67
2022,6,1,9,791.25,699.1,173.69,33.58,29.65,23.34,68.88,0.34,99.33,2.86
2022,6,1,10,898.95,736.31,183.49,19.89,30.61,23.16,64.57,0.4,99.3,2.95
2022,6,1,11,968.92,698.12,173.95,7.43,31.12,23.2,62.78,0.51,99.25,2.95
2022,6,1,12,906.75,711.52,146.75,10.45,31.14,23.43,63.61,0.88,99.19,2.9
2022,6,1,13,796.22,709.17,138.1,23.6,30.73,23.78,66.48,1.64,99.14,2.76
2022,6,1,14,647.78,593.75,178.37,37.35,30.21,24.12,69.88,2.2,99.1,2.6
2022,6,1,15,452.98,465.09,150.25,51.13,29.53,24.59,74.71,2.74,99.08,2.34
2022,6,1,16,267.6,333.88,135.09,64.82,28.59,25.35,82.53,3.35,99.06,1.97
2022,6,1,17,100.65,173.18,69.19,78.31,27.49,25.74,90.12,3.97,99.08,1.73
2022,6,1,18,3.85,5.27,6.21,89.03,26.6,25.55,93.82,4.03,99.11,1.68
2022,6,1,19,0,0,0,90,26.21,25.32,94.71,3.48,99.14,1.63
2022,6,1,20,0,0,0,90,25.95,25.15,95.18,3.3,99.17,1.52
2022,6,1,21,0,0,0,90,25.75,24.89,94.97,2.85,99.18,1.35
2022,6,1,22,0,0,0,90,25.69,24.62,93.69,2.69,99.17,1.27
2022,6,1,23,0,0,0,90,25.58,24.36,92.89,2.65,99.13,1.2
2022,6,2,0,0,0,0,90,25.31,24.2,93.44,2.73,99.08,1.16
2022,6,2,1,0,0,0,90,25.04,24.09,94.38,2.79,99.05,1.27
2022,6,2,2,0,0,0,90,24.8,24.01,95.23,2.75,99.04,1.48
2022,6,2,3,0,0,0,90,24.6,23.88,95.67,2.53,99.03,1.49
2022,6,2,4,0,0,0,90,24.41,23.69,95.71,2.32,99.06,1.46
2022,6,2,5,16.17,42.07,18.39,87.17,24.4,23.67,95.6,2.35,99.09,1.41
2022,6,2,6,176.48,360.34,73.13,74.67,25.19,24.33,94.83,2.41,99.13,1.55
2022,6,2,7,399.38,341.28,256.26,61.11,26.89,25.34,91.55,2.47,99.17,1.54
2022,6,2,8,624.35,733.12,110.3,47.4,29.17,24.2,75.3,1.28,99.2,1.49
2022,6,2,9,779.17,720.89,159.94,33.62,29.79,22.79,66.07,0.88,99.18,1.37
2022,6,2,10,898.05,727.36,185.76,19.94,31.08,22.52,60.38,0.74,99.15,1.28
2022,6,2,11,953.4,669.56,164.9,7.51,32.07,22.36,56.51,1.08,99.12,1.29
2022,6,2,12,904.03,650.18,203.12,10.46,32.42,22.79,56.92,1.88,99.08,1.39
2022,6,2,13,746.58,668.33,128.37,23.58,32.33,22.9,57.54,2.62,99.04,1.42
2022,6,2,14,651.88,482.34,207.28,37.31,31.88,23.31,60.55,2.92,99,1.21
2022,6,2,15,472.42,495.4,156.5,51.08,31.25,24.18,66.11,5.36,98.99,0.96
2022,6,2,16,275.88,377,115.81,64.76,31.77,25.28,69.36,7.1,98.99,0.88
2022,6,2,17,94.22,103,66.07,78.24,30.19,25.37,76.42,10.08,99.03,0.77
2022,6,2,18,4.03,3.6,6.53,89,28.7,25.45,83.23,14.07,99.07,0.77
2022,6,2,19,0,0,0,90,27.86,25.47,86.78,18.34,99.12,1
2022,6,2,20,0,0,0,90,27.19,25.55,90.67,20.03,99.16,1.15
2022,6,2,21,0,0,0,90,26.84,25.44,91.89,17.79,99.2,1.23
2022,6,2,22,0,0,0,90,26.86,25.17,90.38,14.62,99.21,1.14
2022,6,2,23,0,0,0,90,27.1,24.73,86.81,13.43,99.21,0.85
2022,6,3,0,0,0,0,90,26.74,24.79,88.96,12.74,99.18,1.02
2022,6,3,1,0,0,0,90,26.14,24.8,92.19,12.4,99.17,1.24
2022,6,3,2,0,0,0,90,25.72,24.63,93.6,9.79,99.15,1.22
2022,6,3,3,0,0,0,90,25.46,24.47,94.15,6.71,99.15,1.25
2022,6,3,4,0,0,0,90,25.25,24.35,94.7,4.05,99.14,1.32
2022,6,3,5,15.43,24.5,19.23,87.17,25.17,24.37,95.21,2.29,99.16,1.38
2022,6,3,6,152.82,165.69,103.73,74.67,26.02,25.16,94.95,1.83,99.19,1.4
2022,6,3,7,357.55,396.68,163.43,61.13,27.91,26.06,90.14,1.41,99.23,1.54
2022,6,3,8,563.5,610.43,168.72,47.42,29.25,24.34,75.26,0.75,99.25,1.56
2022,6,3,9,730.67,625.71,181.46,33.65,29.96,23.76,69.42,0.72,99.26,1.39
2022,6,3,10,828.88,585.58,231.3,19.99,30.64,23.67,66.36,0.92,99.24,1.19
2022,6,3,11,805.12,569.92,231.36,7.6,31.29,23.5,63.31,1.41,99.2,0.86
2022,6,3,12,815.65,487.72,278.36,10.47,31.76,23.38,61.21,1.76,99.14,0.43
2022,6,3,13,750.5,382.24,337.82,23.55,31.77,23.51,61.61,2.37,99.09,0.22
2022,6,3,14,636.8,399.44,291.9,37.27,31.3,23.79,64.38,2.31,99.07,0.7
2022,6,3,15,475.73,458.59,169.02,51.03,31.7,25.26,69.46,2.69,99.07,1.19
2022,6,3,16,263.8,302.58,131.85,64.7,29.95,25.61,78.3,2.55,99.09,1.5
2022,6,3,17,94.8,233.1,49.77,78.17,28.25,25.67,86.02,2.61,99.14,1.71
2022,6,3,18,4.38,8.35,6.71,88.97,27.1,25.56,91.19,2.59,99.2,1.81
2022,6,3,19,0,0,0,90,26.81,25.55,92.67,2.35,99.25,1.94
2022,6,3,20,0,0,0,90,26.64,25.62,94.04,2.09,99.29,1.77
2022,6,3,21,0,0,0,90,26.49,25.58,94.65,1.76,99.34,1.53
2022,6,3,22,0,0,0,90,26.35,25.5,94.95,1.45,99.35,1.39
2022,6,3,23,0,0,0,90,26.28,25.39,94.68,1.24,99.33,1.3
2022,6,4,0,0,0,0,90,26.2,25.24,94.35,1.38,99.28,1.23
2022,6,4,1,0,0,0,90,26.1,25.15,94.36,2.1,99.23,1.25
2022,6,4,2,0,0,0,90,25.98,25.07,94.58,2.1,99.2,1.35
2022,6,4,3,0,0,0,90,25.86,25.02,95,2.07,99.18,1.43
2022,6,4,4,0,0,0,90,25.73,24.95,95.31,2.11,99.17,1.46
2022,6,4,5,17.3,26.5,18.25,87.17,25.75,24.97,95.27,1.52,99.2,1.48
2022,6,4,6,175.77,298.1,90.71,74.68,26.63,25.59,93.95,0.98,99.24,1.47
2022,6,4,7,393.8,633.94,91.12,61.15,27.75,25.9,89.77,0.77,99.28,1.69
2022,6,4,8,618.88,746.34,106.49,47.45,28.44,24.51,79.28,5.35,99.3,1.71
2022,6,4,9,771.05,677.96,173.72,33.69,29.13,24.12,74.36,5.31,99.31,1.63
2022,6,4,10,835.33,632.13,277.34,20.05,29.82,23.91,70.56,6.99,99.29,1.5
2022,6,4,11,876.08,629.39,255.88,7.69,30.5,23.77,67.3,7.63,99.25,1.29
2022,6,4,12,886.1,769.85,178.61,10.47,30.8,23.72,65.95,8.75,99.2,0.92
2022,6,4,13,784.55,620.79,192.55,23.52,30.81,23.8,66.27,10.81,99.17,0.54
2022,6,4,14,699.55,607.8,193.58,37.22,30.36,24.14,69.34,13.36,99.14,0.82
2022,6,4,15,517.5,506.81,179.97,50.98,30.29,25.54,76.47,17.6,99.14,1.21
2022,6,4,16,306.1,419.2,135.27,64.64,29.06,25.49,81.42,18.98,99.14,1.55
2022,6,4,17,106.97,159.44,74.01,78.1,27.71,25.35,87.02,23.99,99.19,1.7
2022,6,4,18,4.4,1.89,6.61,88.94,26.84,25.4,91.71,24.86,99.24,1.79
2022,6,4,19,0,0,0,90,26.64,25.49,93.29,24.53,99.3,1.93
2022,6,4,20,0,0,0,90,26.54,25.5,93.93,23.27,99.35,1.91
2022,6,4,21,0,0,0,90,26.38,25.4,94.22,20.33,99.38,1.8
2022,6,4,22,0,0,0,90,26.24,25.32,94.54,19.07,99.38,1.65
2022,6,4,23,0,0,0,90,26.14,25.22,94.55,15.67,99.33,1.5
2022,6,5,0,0,0,0,90,26.05,25.11,94.48,19.22,99.26,1.39
2022,6,5,1,0,0,0,90,25.95,25.06,94.69,23.45,99.18,1.43
2022,6,5,2,0,0,0,90,25.9,25.05,94.96,30.9,99.13,1.49
2022,6,5,3,0,0,0,90,25.89,25.08,95.12,42.64,99.09,1.53
2022,6,5,4,0,0,0,90,25.87,25.08,95.27,59.2,99.08,1.57
2022,6,5,5,15.88,56.94,17,87.17,25.84,25.09,95.55,65.55,99.1,1.6
2022,6,5,6,174.8,310.99,77.04,74.69,26.09,25.3,95.32,70.08,99.17,1.83
2022,6,5,7,397.77,602.78,101.45,61.17,26.15,25.35,95.28,76.94,99.24,2.25
2022,6,5,8,623.75,732.79,100.55,47.48,26.33,25.49,95.06,2.02,99.26,2.42
2022,6,5,9,793.72,785.28,120.6,33.73,26.81,25.63,93.11,1.41,99.25,2.44
2022,6,5,10,914.22,851.14,114.29,20.1,27.62,25.27,87,1.01,99.22,2.43
2022,6,5,11,949.85,716.27,200.45,7.77,28.59,24.68,79.33,0.79,99.18,2.28
2022,6,5,12,923.15,652.92,236.34,10.48,29.16,24.4,75.44,0.76,99.13,1.91
2022,6,5,13,798.95,531.66,254.47,23.49,29.42,24.2,73.45,0.57,99.08,1.53
2022,6,5,14,649.17,559.31,197.39,37.18,29.48,24.12,72.86,0.43,99.04,1.17
2022,6,5,15,476.73,503.57,157.24,50.92,29.39,24.46,74.81,0.38,99,0.92
2022,6,5,16,282.58,254.98,176.39,64.58,29.61,25.41,78.88,0.3,99,0.94
2022,6,5,17,99.65,144.29,71.39,78.03,28.79,25.23,81.62,0.25,99.02,0.88
2022,6,5,18,5.15,3.27,8.31,88.91,27.91,24.38,81.16,0.2,99.07,0.97
2022,6,5,19,0,0,0,90,27.73,23.89,79.55,0.16,99.13,1.11
2022,6,5,20,0,0,0,90,27.54,23.77,79.8,0.12,99.18,1.17
2022,6,5,21,0,0,0,90,27.3,23.71,80.62,0.09,99.22,1.22
2022,6,5,22,0,0,0,90,26.9,23.68,82.41,0.09,99.22,1.29
2022,6,5,23,0,0,0,90,26.09,23.78,86.99,0.1,99.17,1.59
2022,6,6,0,0,0,0,90,25.3,23.78,91.2,0.08,99.1,1.7
2022,6,6,1,0,0,0,90,24.84,23.68,93.12,0.09,99.04,1.61
2022,6,6,2,0,0,0,90,24.55,23.58,94.25,0.09,99,1.71
2022,6,6,3,0,0,0,90,24.31,23.52,95.19,0.07,98.98,1.76
2022,6,6,4,0,0,0,90,24.13,23.47,96.03,0.05,98.99,1.87
2022,6,6,5,17.6,29.67,23.38,87.17,24.19,23.48,95.76,0.05,99.02,2.06
2022,6,6,6,177.43,327.72,82.88,74.7,25.33,23.63,90.27,0.06,99.06,2.22
2022,6,6,7,396.4,587.76,121.1,61.19,27.05,23.69,81.79,0.11,99.09,2.28
2022,6,6,8,612.88,625.6,134.88,47.51,28.26,23.67,76.13,0.02,99.1,2.16
2022,6,6,9,773.6,696.97,164.76,33.77,29.15,23.62,72.07,0.01,99.09,1.85
2022,6,6,10,904.42,733.51,158.83,20.15,30.32,23.51,66.89,0.02,99.06,1.53
2022,6,6,11,910.28,749.4,155.62,7.85,31.62,23.3,61.37,0.01,99,1.15
2022,6,6,12,947.97,694.17,217.27,10.48,33.35,23.1,55,0.01,98.93,0.79
2022,6,6,13,837.67,704.75,165.44,23.46,34.26,22.64,50.86,0.04,98.86,0.49
2022,6,6,14,707.9,554.98,232.16,37.14,34.15,22.75,51.6,0.05,98.8,0.42
2022,6,6,15,529.25,551.03,183.49,50.87,33.29,22.83,54.44,0.07,98.79,0.84
2022,6,6,16,289.45,562.74,81.67,64.52,31.96,24.4,64.89,0.08,98.81,1.4
2022,6,6,17,106.68,248.86,52.77,77.96,29.82,25.35,77.38,0.09,98.86,1.74
2022,6,6,18,4.7,7.14,7.4,88.88,27.73,25.45,87.33,0.13,98.94,1.67
2022,6,6,19,0,0,0,90,27.17,25.4,89.95,0.18,99.01,1.62
2022,6,6,20,0,0,0,90,26.98,25.47,91.32,0.21,99.07,1.53
2022,6,6,21,0,0,0,90,26.79,25.47,92.4,0.19,99.12,1.48
2022,6,6,22,0,0,0,90,26.6,25.42,93.15,0.2,99.15,1.41
2022,6,6,23,0,0,0,90,26.45,25.37,93.63,0.19,99.13,1.32
2022,6,7,0,0,0,0,90,26.34,25.31,93.93,0.22,99.08,1.23
2022,6,7,1,0,0,0,90,26.19,25.22,94.25,0.2,99.02,1.21
2022,6,7,2,0,0,0,90,26.06,25.12,94.44,0.21,98.99,1.27
2022,6,7,3,0,0,0,90,25.92,25,94.57,0.19,98.98,1.35
2022,6,7,4,0,0,0,90,25.78,24.87,94.59,0.18,99.01,1.37
2022,6,7,5,17.6,18.43,22.19,87.18,25.69,24.78,94.63,0.19,99.06,1.36
2022,6,7,6,165.57,214.76,117.28,74.72,26.22,24.74,91.51,0.22,99.15,1.46
2022,6,7,7,372.38,432.53,164.39,61.22,26.92,24.62,87.12,0.23,99.21,1.4
2022,6,7,8,578.4,701.97,170.54,47.55,27.64,24.49,82.97,18.17,99.24,1.31
2022,6,7,9,753.33,618.99,202.3,33.81,27.99,24.46,81.09,16.41,99.25,1.16
2022,6,7,10,866.03,685.61,229,20.21,28.58,24,76.22,15.62,99.22,1.04
2022,6,7,11,901.33,740.52,222.27,7.93,29.39,23.57,70.85,22.58,99.15,0.91
2022,6,7,12,863.28,656.88,236.31,10.48,30.34,23.24,65.78,23.65,99.08,0.92
2022,6,7,13,783.75,562.97,230.43,23.43,31.27,23.07,61.73,18.04,99.01,0.86
2022,6,7,14,633.1,470.82,225.08,37.09,31.52,23.08,60.89,17.41,98.96,0.72
2022,6,7,15,431.95,362.36,231.84,50.82,31.05,23.55,64.43,14.63,98.94,0.74
2022,6,7,16,246.75,259.57,147.03,64.46,31.32,25.22,71.09,14.14,98.96,1
2022,6,7,17,83.6,77.1,57.97,77.9,29.01,25.19,80.4,11.05,99.02,1.32
2022,6,7,18,5.07,4.07,6.4,88.85,27.1,25.11,88.81,5.71,99.11,1.51
2022,6,7,19,0,0,0,90,26.5,24.91,90.84,3.91,99.17,1.64
2022,6,7,20,0,0,0,90,26.27,24.87,91.87,2.94,99.24,1.71
2022,6,7,21,0,0,0,90,26.09,24.86,92.81,2.66,99.29,1.78
2022,6,7,22,0,0,0,90,25.92,24.84,93.62,2.24,99.3,1.87
2022,6,7,23,0,0,0,90,25.74,24.79,94.36,2.7,99.27,1.95
2022,6,8,0,0,0,0,90,25.58,24.71,94.78,3.21,99.22,2.04
2022,6,8,1,0,0,0,90,25.38,24.58,95.13,4.72,99.2,2.2
2022,6,8,2,0,0,0,90,25.08,24.19,94.76,8.53,99.23,2.33
2022,6,8,3,0,0,0,90,24.69,23.77,94.52,15.53,99.26,2.23
2022,6,8,4,0,0,0,90,24.35,23.45,94.59,28.12,99.28,1.91
2022,6,8,5,15.88,5.84,19.95,87.18,24.21,23.26,94.31,42.64,99.29,1.49
2022,6,8,6,150.57,150.23,103,74.74,24.57,23.43,93.3,61.59,99.33,1.26
2022,6,8,7,334.8,217.82,210.22,61.24,26.02,23.93,88.53,95.21,99.35,1.15
2022,6,8,8,511.45,337.46,236.73,47.58,28.48,24.41,79.71,21.87,99.33,1.18
2022,6,8,9,701.17,567.46,247.89,33.86,28.32,23.43,74.95,28.52,99.28,1.13
2022,6,8,10,808.3,610.4,222.29,20.27,28.6,23.45,73.7,36.14,99.22,0.92
2022,6,8,11,811.83,603.27,230.22,8.01,28.51,23.74,75.34,42.78,99.18,0.79
2022,6,8,12,740.6,739.04,235.72,10.48,28.16,24.07,78.45,49.38,99.14,0.89
2022,6,8,13,644.1,564.12,264,23.4,27.47,24.33,82.92,44.66,99.11,1.25
2022,6,8,14,556.62,388.92,249.68,37.05,26.88,24.42,86.35,27.31,99.1,1.5
2022,6,8,15,390.3,156,241.12,50.77,26.43,24.38,88.45,13.07,99.1,1.29
2022,6,8,16,222.1,93.45,152.17,64.4,26.71,24.64,88.68,9.14,99.09,0.9
2022,6,8,17,86.2,47.75,79.84,77.83,26.75,24.86,90.99,6.77,99.09,0.59
2022,6,8,18,3.8,0,5.2,88.82,26.06,24.03,89.7,7.17,99.14,0.35
2022,6,8,19,0,0,0,90,25.69,23.25,86.37,8.29,99.21,0.74
2022,6,8,20,0,0,0,90,25.44,23.32,88,9.47,99.27,0.96
2022,6,8,21,0,0,0,90,25.31,23.54,89.9,11.22,99.33,1.14
2022,6,8,22,0,0,0,90,25.25,23.73,91.26,11.86,99.36,1.27
2022,6,8,23,0,0,0,90,25.42,23.67,89.97,11.76,99.32,1.19
2022,6,9,0,0,0,0,90,25.6,23.5,88.16,10.1,99.27,1.09
2022,6,9,1,0,0,0,90,25.7,23.36,86.93,8.62,99.21,1.03
2022,6,9,2,0,0,0,90,25.64,23.3,86.88,6.93,99.17,1.06
2022,6,9,3,0,0,0,90,25.5,23.29,87.54,7.03,99.16,1.14
2022,6,9,4,0,0,0,90,25.37,23.31,88.29,7.01,99.18,1.21
2022,6,9,5,15.73,16.1,17.13,87.19,25.19,23.42,89.86,8.98,99.22,1.34
2022,6,9,6,160.95,272.83,89.52,74.76,26.02,24.95,93.84,9.3,99.28,1.26
2022,6,9,7,372.67,504.51,137.02,61.27,27.59,25.92,90.9,9.13,99.31,1.68
2022,6,9,8,584.1,552.01,187.51,47.62,29.1,24.84,78.52,2.28,99.32,1.93
2022,6,9,9,752.78,624.21,222.23,33.9,29.27,23.74,72.06,1.99,99.29,2.13
2022,6,9,10,875.38,656.38,215.28,20.32,29.97,23.74,69.26,1.74,99.25,2.26
2022,6,9,11,914.62,697.09,194.91,8.09,30.65,23.71,66.41,1.32,99.2,2.3
2022,6,9,12,872.62,628.53,215,10.48,31.07,23.7,64.9,0.89,99.15,2.32
2022,6,9,13,783.17,488.68,281.44,23.36,31.13,23.82,65.12,0.85,99.09,2.37
2022,6,9,14,638.65,408.46,267.11,37,30.64,24.01,67.68,0.85,99.04,2.4
2022,6,9,15,449.2,260.9,222.49,50.71,29.9,24.37,72.19,1.12,99.03,2.31
2022,6,9,16,258.6,185.02,167.12,64.34,29.01,24.99,78.87,1.28,99.05,2.03
2022,6,9,17,90.95,44.28,74.65,77.77,27.91,25.58,87.12,1.32,99.09,1.74
2022,6,9,18,4.72,1.66,6.27,88.79,26.73,25.47,92.74,1.28,99.14,1.81
2022,6,9,19,0,0,0,90,26.26,25.15,93.48,1.09,99.2,1.98
2022,6,9,20,0,0,0,90,25.97,24.87,93.62,0.95,99.25,2.1
2022,6,9,21,0,0,0,90,25.72,24.67,93.83,0.77,99.29,2.17
2022,6,9,22,0,0,0,90,25.46,24.48,94.23,0.65,99.28,2.2
2022,6,9,23,0,0,0,90,25.16,24.32,95.05,0.54,99.23,2.1
2022,6,10,0,0,0,0,90,24.88,24.17,95.75,0.5,99.18,1.94
2022,6,10,1,0,0,0,90,24.64,24.04,96.38,0.38,99.12,1.84
2022,6,10,2,0,0,0,90,24.45,23.94,96.9,0.3,99.1,1.77
2022,6,10,3,0,0,0,90,24.27,23.87,97.54,0.24,99.1,1.74
2022,6,10,4,0,0,0,90,24.13,23.78,97.92,0.22,99.12,1.71
2022,6,10,5,15.62,24.13,18.27,87.2,24.21,23.8,97.54,0.18,99.16,1.72
2022,6,10,6,165.62,312.13,107.18,74.78,25.1,24.15,94.34,0.22,99.2,1.98
2022,6,10,7,372.55,592.46,147.05,61.3,26.17,24.39,89.89,0.29,99.23,2.02
2022,6,10,8,585.03,521.26,196.94,47.66,27.36,24.54,84.55,4.05,99.25,2.33
2022,6,10,9,768.8,680.02,185.49,33.95,28.17,24.56,80.73,5.95,99.24,2.57
2022,6,10,10,894.83,685.58,192.67,20.38,28.88,24.4,76.67,9.45,99.22,2.79
2022,6,10,11,892.55,680.57,157.81,8.16,29.38,24.24,73.78,12.48,99.2,2.76
2022,6,10,12,866.05,730.92,216.3,10.47,29.73,24.15,71.92,18.3,99.17,2.65
2022,6,10,13,588.95,195.57,317.35,23.33,29.63,24.18,72.46,20.22,99.13,2.48
2022,6,10,14,487.88,115.57,293.14,36.96,29.37,24.36,74.44,22.77,99.1,2.32
2022,6,10,15,371.85,242.35,175.25,50.66,28.9,24.88,78.82,28.95,99.08,2.07
2022,6,10,16,225.73,125.97,156.46,64.28,28.3,25.29,83.8,34.68,99.1,1.99
2022,6,10,17,91.22,63.53,74.42,77.7,27.38,25.43,89.08,36.54,99.13,1.7
2022,6,10,18,4.93,2.61,6.15,88.76,26.21,25.08,93.36,41.55,99.16,1.61
2022,6,10,19,0,0,0,90,25.73,24.76,94.25,44.95,99.2,1.75
2022,6,10,20,0,0,0,90,25.45,24.57,94.85,50.59,99.22,1.92
2022,6,10,21,0,0,0,90,25.23,24.43,95.29,57.66,99.24,1.98
2022,6,10,22,0,0,0,90,25.01,24.29,95.77,56.81,99.25,1.96
2022,6,10,23,0,0,0,90,24.82,24.17,96.16,46.04,99.24,1.95
2022,6,11,0,0,0,0,90,24.65,24.05,96.48,29.77,99.24,1.98
2022,6,11,1,0,0,0,90,24.51,23.99,96.87,17.33,99.22,2
2022,6,11,2,0,0,0,90,24.39,23.92,97.2,7.07,99.21,1.96
2022,6,11,3,0,0,0,90,24.17,23.74,97.42,3.49,99.23,1.85
2022,6,11,4,0,0,0,90,23.96,23.51,97.37,2.12,99.25,1.78
2022,6,11,5,17.38,23.65,21.53,87.22,23.98,23.51,97.23,1.19,99.28,1.87
2022,6,11,6,161.73,263.54,114.39,74.81,24.73,24.09,96.14,0.78,99.31,2.22
2022,6,11,7,364.62,468.2,190.34,61.34,25.71,24.64,93.73,0.14,99.33,2.36
2022,6,11,8,555.28,656.28,229.6,47.7,27.61,24.62,83.7,0.03,99.34,2.8
2022,6,11,9,713.22,556.56,231.89,34,29.32,23.86,72.45,0.03,99.32,3.04
2022,6,11,10,859.92,630.75,246,20.43,30.45,23.41,66.07,0.02,99.26,3.07
2022,6,11,11,860.9,556.77,312.21,8.23,31.31,23.11,61.82,0.02,99.22,2.99
2022,6,11,12,778.2,389.7,336.39,10.46,31.73,23,59.9,0.04,99.18,2.82
2022,6,11,13,762.35,362.07,330.3,23.29,31.71,23.16,60.58,0.04,99.13,2.59
2022,6,11,14,624.42,349.81,285.28,36.91,31.26,23.46,63.32,0.05,99.1,2.36
2022,6,11,15,483.33,411.61,221.38,50.61,30.51,23.94,67.93,0.06,99.09,2.05
2022,6,11,16,299.27,413.06,144.95,64.22,29.69,24.59,74.1,0.08,99.12,1.69
2022,6,11,17,118.4,307.74,63.91,77.64,28.64,25.23,81.87,0.09,99.18,1.34
2022,6,11,18,7.45,40.14,8.11,88.73,27.36,25.11,87.5,0.09,99.24,1.36
2022,6,11,19,0,0,0,90,27.19,24.72,86.31,0.12,99.3,1.46
2022,6,11,20,0,0,0,90,27.3,24.4,84.12,0.13,99.35,1.27
2022,6,11,21,0,0,0,90,27.47,24.1,81.78,0.12,99.38,0.98
2022,6,11,22,0,0,0,90,27.45,23.93,81.02,0.11,99.37,0.65
2022,6,11,23,0,0,0,90,27.22,23.89,81.96,0.11,99.33,0.51
2022,6,12,0,0,0,0,90,26.95,23.88,83.19,0.15,99.29,0.48
2022,6,12,1,0,0,0,90,26.61,23.89,84.88,0.15,99.26,0.72
2022,6,12,2,0,0,0,90,26.04,23.9,87.91,0.17,99.24,1.15
2022,6,12,3,0,0,0,90,25.43,23.88,91.1,0.21,99.24,1.5
2022,6,12,4,0,0,0,90,24.95,23.86,93.66,0.2,99.26,1.72
2022,6,12,5,17.8,54.92,22.89,87.23,24.83,24.02,95.15,0.17,99.29,1.57
2022,6,12,6,176.12,315.3,94.48,74.84,26.06,24.6,91.59,0.18,99.34,1.61
2022,6,12,7,388.2,395.2,171.12,61.37,27.13,24.6,85.99,0.2,99.39,1.7
